index	plot	subplot	plotid	plant	plantid	status_18	status_18r2	status_19	status_20	transition_1819	transition_1920	transition_181920	check_19_20_20	census18	notes_18	other_notes_18	census18r2	other_notes_18r2	pheno18	floral18	seeds18	leaf18	licor18	census19	notes_19	other_notes_19	pheno19	floral19	seeds19	leaf19	licor19	census20	notes_20	other_notes_20	pheno20	floral20	volatiles20	seeds20	leaf20	licor20	total_obs
1337	6	B	6B	12	6B12	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	rosettes?	1	blank		1							1	blank					2	2	1	chewed		1						9
1338	6	B	6B	120	6B120	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020	3	3	1	1			11
1339	6	B	6B	121	6B121																																	1			1
1340	6	B	6B	127	6B127																1																				1
1341	6	B	6B	13	6B13	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		1	2	1			1	dead								8
1342	6	B	6B	14	6B14	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1					2		1	blank					1		1	chewed	1 inflo chewed	1			1			9
1343	6	B	6B	15	6B15	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank						1	1	blank								5
1344	6	B	6B	16	6B16	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	nf								4
1345	6	B	6B	165	6B165																																	1			1
1346	6	B	6B	16_20	6B16_20																																		1		1
1347	6	B	6B	17	6B17	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead															3
1348	6	B	6B	17_20	6B17_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	resurrected?																			1	blank						1		2
1349	6	B	6B	18	6B18	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	blank					2		1	nf								6
1350	6	B	6B	19	6B19	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1					2		1	blank					3		1	tagnf								9
1351	6	B	6B	2	6B2	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2	2	1	blank		5	4	1			1	nf								18
1352	6	B	6B	20	6B20	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				10	4	1			1	tagnf	tagnf						1	nf								18
1353	6	B	6B	21	6B21	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank						2	1	blank	might flower	2	2	1	1			12
1354	6	B	6B	22	6B22	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1						2	1	blank					2	2	1	blank						2	2	14
1355	6	B	6B	23	6B23	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1						2	1	blank		3	4	1		2	1	dead								16
1356	6	B	6B	24	6B24	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	blank							1	dead								4
1357	6	B	6B	243	6B243	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020	3	2	1	1			10
1358	6	B	6B	25	6B25	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				8	4	1			1	dead	dead						1	dead								16
1359	6	B	6B	26	6B26	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				12	3	1			1	dead	dead						1	nf								19
1360	6	B	6B	266	6B266	vegetative	no_record	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1										1								1	blank	tagged in 2020	3	2		1			9
1361	6	B	6B	27	6B27	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				9	2	1			1	dead	dead						1	dead								15
1362	6	B	6B	28	6B28	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				14	5	1			1	dead	dead						1	dead								23
1363	6	B	6B	29	6B29	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2	2	1	blank		5	5	2			1	dead								20
1364	6	B	6B	29_18	6B29_18																1																				1
1365	6	B	6B	3	6B3	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1						2	1	blank		1					1	nf								7
1366	6	B	6B	30	6B30	vegetative	dead_nf	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank	check for 2 rosettes	1	kaput						1	nf	nf						1	nf								4
1367	6	B	6B	31	6B31	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank	check measurements on 2nd rosette	1							1	blank		2	1	1		2	1	dead								10
1368	6	B	6B	32	6B32	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				12	4	1			1	dead	dead						1									20
1369	6	B	6B	33	6B33	vegetative	dead_nf	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	kaput						1	dead	dead						1	nf								4
1370	6	B	6B	34	6B34	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				17	6	1			1	dead	dead						1	nf								27
1371	6	B	6B	35	6B35	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		5	3	1			1	nf								13
1372	6	B	6B	36	6B36	vegetative	no_record	flowering	flowering	vegetative > flowering	flowering > flowering	vegetative > flowering > flowering		1										1	blank		3	2	1			2	nf		1						11
1373	6	B	6B	37	6B37	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		3	1	1			1	dead	square tag							8
1374	6	B	6B	4	6B4	vegetative	dead_nf	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	kaput						1	dead	dead						1	nf								4
1375	6	B	6B	5	6B5	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1						2	1	blank		4					1	nf								10
1376	6	B	6B	6	6B6	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				11	3	1			1	dead	dead						1	nf								18
1377	6	B	6B	621	6B621																																	1			1
1378	6	B	6B	632	6B632														9	2	1																				12
1379	6	B	6B	643	6B643																															1					1
1380	6	B	6B	654	6B654																1																				1
1381	6	B	6B	655	6B655																1																				1
1382	6	B	6B	678	6B678																1																				1
1383	6	B	6B	7	6B7	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		5	5	1			1	dead								15
1384	6	B	6B	8	6B8	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	chewed		3	1		1			9
1385	6	B	6B	823	6B823																						1														1
1386	6	B	6B	8_19	6B8_19																						1														1
1387	6	B	6B	9	6B9	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank						2	1	blank								6
1388	6	B	6B	93	6B93																																	1			1
1389	6	B	6B	NA	6BNA														1																						1
1390	6	B	6B	UNT_2020-07-30_10	6BUNT_2020-07-30_10																																			1	1
1391	6	B	6B	UNT_2020-07-30_11	6BUNT_2020-07-30_11																																			1	1
1392	6	C	6C	100	6C100	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1						2	1	blank							1	blank								6
1393	6	C	6C	101	6C101	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
1394	6	C	6C	102	6C102	flowering	flowering	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	chewed	flowering stalk eaten	1	flowering plant	4	1	1			1	nf	nf						1	nf								10
1395	6	C	6C	103	6C103	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				9	4	1			1	nf	nf						1									17
1396	6	C	6C	104	6C104	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank					2		1	nf								6
1397	6	C	6C	105	6C105	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1						2	1	nf	nf						1	nf								6
1398	6	C	6C	106	6C106	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				8	5	1			1	nf	nf						1	nf								17
1399	6	C	6C	107	6C107	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		2			2		1	dead								8
1400	6	C	6C	108	6C108	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2	2	1	blank		4	5	2			1	dead								19
1401	6	C	6C	109	6C109	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				8	3	1			1	nf	nf						1	nf								15
1402	6	C	6C	110	6C110	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf														3	6
1403	6	C	6C	110_20	6C110_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank						1		2
1404	6	C	6C	111	6C111	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	ts	5 ts					1	1	chewed	1 stalk chewed	5	4	1	1			16
1405	6	C	6C	112	6C112	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank	could be 2 rosettes-check	1	JP: checked 92 leaves against scan, OK				2	2	1	dead	dead						1	dead								8
1406	6	C	6C	113	6C113	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	ts	2 ts					2	1	blank		3	2		1			12
1407	6	C	6C	114	6C114	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	blank	1 inch above						1	dead								4
1408	6	C	6C	115	6C115	vegetative	no_record	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	ts									1	ts	1 ts				1		1	nf								4
1409	6	C	6C	116	6C116	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	ts	4 ts					2	1	blank		2	1	1	1			11
1410	6	C	6C	117	6C117	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	ts									1	ts	ts						1	blank								3
1411	6	C	6C	118	6C118	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				9	3	1			1	nf	nf						1	nf								16
1412	6	C	6C	119	6C119	vegetative	dead_nf	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	kaput						1	nf	nf						1	nf								4
1413	6	C	6C	120	6C120	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	nf	nf						1	nf								4
1414	6	C	6C	121	6C121	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank	below 2 inches						1	blank		5	3	1	1			14
1415	6	C	6C	122	6C122	vegetative	vegetative	flowering	vegetative	vegetative > flowering	flowering > vegetative	vegetative > flowering > vegetative	survived flowering?	1	blank		1							1	blank		4	4	1			1	blank								13
1416	6	C	6C	123	6C123	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		4	4	3			1	dead								14
1417	6	C	6C	169	6C169																										2										2
1418	6	C	6C	170	6C170																																		1		1
1419	6	C	6C	171	6C171														1																						1
1420	6	C	6C	175	6C175														1																						1
1421	6	C	6C	21	6C21																																	1			1
1422	6	C	6C	222	6C222																1																				1
1423	6	C	6C	271	6C271	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	check tag #	1					10	2	1			1								1	nf								16
1424	6	C	6C	38	6C38																1																				1
1425	6	C	6C	40	6C40																						1														1
1426	6	C	6C	42	6C42																1																				1
1427	6	C	6C	44	6C44																1																				1
1428	6	C	6C	447_20	6C447_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	check tag #																			1	nf	out side of tag							1
1429	6	C	6C	47	6C47																1																				1
1430	6	C	6C	54	6C54																1																				1
1431	6	C	6C	66	6C66																1																				1
1432	6	C	6C	78	6C78	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				11	2	1			1	nf	nf						1	nf								17
1433	6	C	6C	79	6C79	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank						2	4	10
1434	6	C	6C	80	6C80	vegetative	vegetative	flowering	vegetative	vegetative > flowering	flowering > vegetative	vegetative > flowering > vegetative		1	blank		1							1	ts	1 ts, just left of tag	5	5	1			1	blank								15
1435	6	C	6C	81	6C81	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank						2	1	dead							1	7
1436	6	C	6C	81_19	6C81_19																						1														1
1437	6	C	6C	82	6C82	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank	2 flowering stalks			11	3	1	2		1	nf	nf														1	20
1438	6	C	6C	82_20	6C82_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	refound?																			1	blank						2		3
1439	6	C	6C	83	6C83	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank	could have 3 rosettes, plant is DR from tag	1							1	ts	2 ts	3	5	1			1	nf								13
1440	6	C	6C	84	6C84	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank	plant is UR from tag	1							1	blank	plant is UR from tag				2		1	nf								6
1441	6	C	6C	85	6C85	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank	plant is DR from tag	1						2	1	blank	plant is DR from tag					1	1	nf								7
1442	6	C	6C	86	6C86	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank						2	1	blank		4	3		1			14
1443	6	C	6C	87	6C87	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank	3-4 flowering stalks			10	4	1			1	dead	dead						1	dead								18
1444	6	C	6C	88	6C88	dead_nf	no_record	dead_nf	dead_nf	dead_nf > dead_nf	dead_nf > dead_nf	dead_nf > dead_nf > dead_nf		1	chewed	eaten-no plant								1	nf	nf						1	nf								3
1445	6	C	6C	89	6C89	flowering	no_record	vegetative	dead_nf	flowering > vegetative	vegetative > dead_nf	flowering > vegetative > dead_nf		1	blank	could be 2 rosettes-check			2					1	ts	1 ts						1	dead								5
1446	6	C	6C	90	6C90	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank	plant is R from tag	1							1	blank	plant is R from tag						1	nf								4
